,Time,Receiving team,Score,Guest team,Week,Date
0,18:33,Hassania Union Sport Agadir,2 : 1,Chabab Rif Al Hoceima,Week # 1,Saturday 5 September 2015
1,20:30,Ittihad Tanger,2 : 0,Maghreb de Fes,Week # 1,Saturday 5 September 2015
2,15:33,Kenitra AC,0 : 0,Difaa Hassani El Jadidi,Week # 1,Sunday 6 September 2015
3,16:02,Wydad Athletic Club,4 : 2,FAR Rabat,Week # 1,Sunday 6 September 2015
4,16:00,Fath Union Sport de Rabat,2 : 0,Raja Club Athletic,Week # 1,Sunday 6 September 2015
5,17:44,Renaissance de Berkane,0 : 0,Olympique Club De Khouribga,Week # 1,Sunday 6 September 2015
6,20:00,Kawkab Athletic Club Marrakech,2 : 0,Mouloudia Oujda,Week # 1,Sunday 6 September 2015
7,16:59,FAR Rabat,1 : 1,Olympique Club de Safi,Week # 2,Saturday 12 September 2015
8,17:03,Chabab Rif Al Hoceima,1 : 0,Ittihad Tanger,Week # 2,Saturday 12 September 2015
9,19:32,Raja Club Athletic,1 : 1,Kawkab Athletic Club Marrakech,Week # 2,Saturday 12 September 2015
10,15:01,Mouloudia Oujda,1 : 0,Kenitra AC,Week # 2,Sunday 13 September 2015
11,16:00,Difaa Hassani El Jadidi,0 : 1,Renaissance de Berkane,Week # 2,Sunday 13 September 2015
12,17:22,Olympique Club De Khouribga,1 : 3,Wydad Athletic Club,Week # 2,Sunday 13 September 2015
13,19:31,Maghreb de Fes,1 : 1,Fath Union Sport de Rabat,Week # 2,Sunday 13 September 2015
14,19:05,Olympique Club de Safi,1 : 0,Moghreb Tetouan,Week # 1,Friday 18 September 2015
15,20:32,Moghreb Tetouan,2 : 4,Hassania Union Sport Agadir,Week # 2,Tuesday 22 September 2015
16,19:00,Olympique Club de Safi,0 : 1,Olympique Club De Khouribga,Week # 3,Friday 2 October 2015
17,16:09,Ittihad Tanger,2 : 2,Moghreb Tetouan,Week # 3,Saturday 3 October 2015
18,16:31,Kawkab Athletic Club Marrakech,0 : 0,Maghreb de Fes,Week # 3,Saturday 3 October 2015
19,18:59,Fath Union Sport de Rabat,1 : 1,Chabab Rif Al Hoceima,Week # 3,Saturday 3 October 2015
20,15:02,Kenitra AC,1 : 2,Renaissance de Berkane,Week # 3,Sunday 4 October 2015
21,16:05,Mouloudia Oujda,0 : 1,Raja Club Athletic,Week # 3,Sunday 4 October 2015
22,19:18,Wydad Athletic Club,2 : 1,Difaa Hassani El Jadidi,Week # 3,Sunday 4 October 2015
23,18:07,Hassania Union Sport Agadir,1 : 0,FAR Rabat,Week # 3,Monday 5 October 2015
24,17:02,Moghreb Tetouan,0 : 3,Fath Union Sport de Rabat,Week # 4,Friday 9 October 2015
25,15:59,Raja Club Athletic,0 : 1,Kenitra AC,Week # 4,Saturday 10 October 2015
26,16:30,Chabab Rif Al Hoceima,1 : 0,Kawkab Athletic Club Marrakech,Week # 4,Saturday 10 October 2015
27,18:59,Maghreb de Fes,1 : 2,Mouloudia Oujda,Week # 4,Saturday 10 October 2015
28,14:30,FAR Rabat,1 : 2,Ittihad Tanger,Week # 4,Sunday 11 October 2015
29,16:04,Difaa Hassani El Jadidi,0 : 0,Olympique Club de Safi,Week # 4,Sunday 11 October 2015
30,16:29,Olympique Club De Khouribga,2 : 1,Hassania Union Sport Agadir,Week # 4,Sunday 11 October 2015
31,19:05,Renaissance de Berkane,0 : 0,Wydad Athletic Club,Week # 4,Sunday 11 October 2015
32,19:01,Ittihad Tanger,2 : 1,Olympique Club De Khouribga,Week # 5,Friday 30 October 2015
33,15:03,Kawkab Athletic Club Marrakech,2 : 1,Moghreb Tetouan,Week # 5,Saturday 31 October 2015
34,15:33,Fath Union Sport de Rabat,2 : 3,FAR Rabat,Week # 5,Saturday 31 October 2015
35,19:06,Raja Club Athletic,3 : 0,Maghreb de Fes,Week # 5,Saturday 31 October 2015
36,14:33,Kenitra AC,0 : 1,Wydad Athletic Club,Week # 5,Sunday 1 November 2015
37,16:05,Hassania Union Sport Agadir,1 : 1,Difaa Hassani El Jadidi,Week # 5,Sunday 1 November 2015
38,16:31,Mouloudia Oujda,2 : 3,Chabab Rif Al Hoceima,Week # 5,Sunday 1 November 2015
39,19:06,Olympique Club de Safi,1 : 0,Renaissance de Berkane,Week # 5,Sunday 1 November 2015
40,18:04,Renaissance de Berkane,1 : 1,Hassania Union Sport Agadir,Week # 6,Friday 6 November 2015
41,15:02,FAR Rabat,1 : 0,Kawkab Athletic Club Marrakech,Week # 6,Saturday 7 November 2015
42,15:03,Difaa Hassani El Jadidi,1 : 1,Ittihad Tanger,Week # 6,Saturday 7 November 2015
43,14:30,Olympique Club De Khouribga,1 : 2,Fath Union Sport de Rabat,Week # 6,Sunday 8 November 2015
44,16:02,Wydad Athletic Club,2 : 0,Olympique Club de Safi,Week # 6,Sunday 8 November 2015
45,16:31,Maghreb de Fes,0 : 0,Kenitra AC,Week # 6,Sunday 8 November 2015
46,19:02,Chabab Rif Al Hoceima,0 : 2,Raja Club Athletic,Week # 6,Sunday 8 November 2015
47,18:01,Moghreb Tetouan,1 : 1,Mouloudia Oujda,Week # 6,Monday 9 November 2015
48,16:02,Ittihad Tanger,1 : 0,Renaissance de Berkane,Week # 7,Friday 13 November 2015
49,19:03,Kawkab Athletic Club Marrakech,1 : 0,Olympique Club De Khouribga,Week # 7,Friday 13 November 2015
50,19:08,Fath Union Sport de Rabat,0 : 0,Difaa Hassani El Jadidi,Week # 7,Friday 13 November 2015
51,15:02,Kenitra AC,2 : 1,Olympique Club de Safi,Week # 7,Saturday 14 November 2015
52,15:00,Mouloudia Oujda,0 : 0,FAR Rabat,Week # 7,Saturday 14 November 2015
53,19:05,Maghreb de Fes,1 : 0,Chabab Rif Al Hoceima,Week # 7,Saturday 14 November 2015
54,19:05,Raja Club Athletic,2 : 3,Moghreb Tetouan,Week # 7,Tuesday 17 November 2015
55,19:02,Chabab Rif Al Hoceima,1 : 2,Kenitra AC,Week # 8,Friday 20 November 2015
56,14:34,Olympique Club de Safi,2 : 4,Hassania Union Sport Agadir,Week # 8,Saturday 21 November 2015
57,15:04,Difaa Hassani El Jadidi,1 : 0,Kawkab Athletic Club Marrakech,Week # 8,Saturday 21 November 2015
58,19:36,Wydad Athletic Club,2 : 2,Ittihad Tanger,Week # 8,Saturday 21 November 2015
59,14:31,FAR Rabat,1 : 0,Raja Club Athletic,Week # 8,Sunday 22 November 2015
60,16:01,Moghreb Tetouan,1 : 0,Maghreb de Fes,Week # 8,Sunday 22 November 2015
61,14:57,Olympique Club De Khouribga,1 : 2,Mouloudia Oujda,Week # 8,Monday 23 November 2015
62,18:08,Renaissance de Berkane,0 : 1,Fath Union Sport de Rabat,Week # 8,Monday 23 November 2015
63,16:09,Hassania Union Sport Agadir,0 : 1,Wydad Athletic Club,Week # 7,Wednesday 25 November 2015
64,14:31,Chabab Rif Al Hoceima,1 : 2,Moghreb Tetouan,Week # 9,Saturday 28 November 2015
65,16:31,Ittihad Tanger,0 : 1,Olympique Club de Safi,Week # 9,Saturday 28 November 2015
66,19:05,Kawkab Athletic Club Marrakech,0 : 0,Renaissance de Berkane,Week # 9,Saturday 28 November 2015
67,14:31,Kenitra AC,3 : 1,Hassania Union Sport Agadir,Week # 9,Sunday 29 November 2015
68,15:05,Fath Union Sport de Rabat,1 : 0,Wydad Athletic Club,Week # 9,Sunday 29 November 2015
69,16:02,Raja Club Athletic,1 : 2,Olympique Club De Khouribga,Week # 9,Sunday 29 November 2015
70,18:30,Maghreb de Fes,0 : 1,FAR Rabat,Week # 9,Sunday 29 November 2015
71,15:00,Mouloudia Oujda,1 : 0,Difaa Hassani El Jadidi,Week # 9,Monday 30 November 2015
72,15:02,Hassania Union Sport Agadir,1 : 3,Ittihad Tanger,Week # 10,Friday 4 December 2015
73,14:30,FAR Rabat,2 : 2,Chabab Rif Al Hoceima,Week # 10,Saturday 5 December 2015
74,18:03,Wydad Athletic Club,2 : 0,Kawkab Athletic Club Marrakech,Week # 10,Saturday 5 December 2015
75,14:35,Difaa Hassani El Jadidi,1 : 1,Raja Club Athletic,Week # 10,Sunday 6 December 2015
76,15:00,Olympique Club De Khouribga,0 : 3,Maghreb de Fes,Week # 10,Sunday 6 December 2015
77,15:07,Renaissance de Berkane,2 : 1,Mouloudia Oujda,Week # 10,Sunday 6 December 2015
78,17:59,Moghreb Tetouan,1 : 0,Kenitra AC,Week # 10,Sunday 6 December 2015
79,15:02,Olympique Club de Safi,0 : 1,Fath Union Sport de Rabat,Week # 10,Monday 7 December 2015
80,18:01,Maghreb de Fes,0 : 0,Difaa Hassani El Jadidi,Week # 11,Friday 11 December 2015
81,14:32,Mouloudia Oujda,1 : 1,Wydad Athletic Club,Week # 11,Saturday 12 December 2015
82,15:06,Moghreb Tetouan,1 : 1,FAR Rabat,Week # 11,Saturday 12 December 2015
83,18:03,Raja Club Athletic,1 : 0,Renaissance de Berkane,Week # 11,Saturday 12 December 2015
84,14:34,Chabab Rif Al Hoceima,1 : 0,Olympique Club De Khouribga,Week # 11,Sunday 13 December 2015
85,15:00,Kenitra AC,0 : 0,Ittihad Tanger,Week # 11,Sunday 13 December 2015
86,16:31,Kawkab Athletic Club Marrakech,1 : 2,Olympique Club de Safi,Week # 11,Sunday 13 December 2015
87,18:32,Fath Union Sport de Rabat,2 : 0,Hassania Union Sport Agadir,Week # 11,Sunday 13 December 2015
88,18:01,Renaissance de Berkane,2 : 1,Maghreb de Fes,Week # 12,Friday 18 December 2015
89,13:02,Olympique Club De Khouribga,0 : 1,Moghreb Tetouan,Week # 12,Saturday 19 December 2015
90,15:03,FAR Rabat,2 : 1,Kenitra AC,Week # 12,Saturday 19 December 2015
91,15:03,Difaa Hassani El Jadidi,3 : 0,Chabab Rif Al Hoceima,Week # 12,Saturday 19 December 2015
92,18:01,Hassania Union Sport Agadir,1 : 1,Kawkab Athletic Club Marrakech,Week # 12,Saturday 19 December 2015
93,14:35,Wydad Athletic Club,0 : 0,Raja Club Athletic,Week # 12,Sunday 20 December 2015
94,18:11,Ittihad Tanger,0 : 1,Fath Union Sport de Rabat,Week # 12,Sunday 20 December 2015
95,15:01,Olympique Club de Safi,0 : 0,Mouloudia Oujda,Week # 12,Monday 21 December 2015
96,15:01,FAR Rabat,0 : 0,Olympique Club De Khouribga,Week # 13,Friday 25 December 2015
97,17:59,Kawkab Athletic Club Marrakech,0 : 1,Ittihad Tanger,Week # 13,Friday 25 December 2015
98,14:58,Kenitra AC,2 : 1,Fath Union Sport de Rabat,Week # 13,Saturday 26 December 2015
99,15:00,Chabab Rif Al Hoceima,1 : 2,Renaissance de Berkane,Week # 13,Saturday 26 December 2015
100,18:03,Raja Club Athletic,0 : 0,Olympique Club de Safi,Week # 13,Saturday 26 December 2015
101,15:03,Maghreb de Fes,0 : 0,Wydad Athletic Club,Week # 13,Sunday 27 December 2015
102,15:01,Mouloudia Oujda,2 : 3,Hassania Union Sport Agadir,Week # 13,Sunday 27 December 2015
103,18:02,Moghreb Tetouan,1 : 1,Difaa Hassani El Jadidi,Week # 13,Sunday 27 December 2015
104,15:00,Renaissance de Berkane,0 : 0,Moghreb Tetouan,Week # 14,Thursday 31 December 2015
105,15:01,Ittihad Tanger,3 : 0,Mouloudia Oujda,Week # 14,Friday 1 January 2016
106,15:02,Olympique Club de Safi,2 : 2,Maghreb de Fes,Week # 14,Friday 1 January 2016
107,17:02,Hassania Union Sport Agadir,1 : 1,Raja Club Athletic,Week # 14,Friday 1 January 2016
108,19:17,Fath Union Sport de Rabat,1 : 1,Kawkab Athletic Club Marrakech,Week # 14,Friday 1 January 2016
109,15:00,Kenitra AC,2 : 2,Olympique Club De Khouribga,Week # 14,Saturday 2 January 2016
110,15:03,Difaa Hassani El Jadidi,2 : 3,FAR Rabat,Week # 14,Saturday 2 January 2016
111,18:01,Wydad Athletic Club,0 : 0,Chabab Rif Al Hoceima,Week # 14,Saturday 2 January 2016
112,15:00,FAR Rabat,0 : 0,Renaissance de Berkane,Week # 15,Tuesday 5 January 2016
113,15:00,Olympique Club De Khouribga,1 : 1,Difaa Hassani El Jadidi,Week # 15,Wednesday 6 January 2016
114,17:02,Maghreb de Fes,2 : 0,Hassania Union Sport Agadir,Week # 15,Wednesday 6 January 2016
115,19:04,Moghreb Tetouan,0 : 0,Wydad Athletic Club,Week # 15,Wednesday 6 January 2016
116,15:03,Mouloudia Oujda,2 : 1,Fath Union Sport de Rabat,Week # 15,Thursday 7 January 2016
117,15:04,Chabab Rif Al Hoceima,3 : 2,Olympique Club de Safi,Week # 15,Thursday 7 January 2016
118,17:03,Kawkab Athletic Club Marrakech,1 : 2,Kenitra AC,Week # 15,Thursday 7 January 2016
119,19:05,Raja Club Athletic,2 : 2,Ittihad Tanger,Week # 15,Thursday 7 January 2016
120,17:05,Raja Club Athletic,1 : 1,Fath Union Sport de Rabat,Week # 16,Friday 12 February 2016
121,15:05,Maghreb de Fes,0 : 0,Ittihad Tanger,Week # 16,Saturday 13 February 2016
122,15:03,Chabab Rif Al Hoceima,0 : 1,Hassania Union Sport Agadir,Week # 16,Saturday 13 February 2016
123,18:01,Difaa Hassani El Jadidi,0 : 1,Kenitra AC,Week # 16,Saturday 13 February 2016
124,17:02,Moghreb Tetouan,0 : 0,Olympique Club de Safi,Week # 16,Sunday 14 February 2016
125,15:01,Olympique Club De Khouribga,2 : 2,Renaissance de Berkane,Week # 16,Tuesday 16 February 2016
126,14:31,FAR Rabat,0 : 2,Wydad Athletic Club,Week # 16,Wednesday 17 February 2016
127,16:51,Mouloudia Oujda,1 : 1,Kawkab Athletic Club Marrakech,Week # 16,Wednesday 17 February 2016
128,19:02,Fath Union Sport de Rabat,0 : 0,Maghreb de Fes,Week # 17,Friday 19 February 2016
129,15:04,Hassania Union Sport Agadir,0 : 1,Moghreb Tetouan,Week # 17,Saturday 20 February 2016
130,15:03,Renaissance de Berkane,3 : 1,Difaa Hassani El Jadidi,Week # 17,Saturday 20 February 2016
131,14:37,Ittihad Tanger,0 : 2,Chabab Rif Al Hoceima,Week # 17,Sunday 21 February 2016
132,15:01,Kenitra AC,0 : 1,Mouloudia Oujda,Week # 17,Sunday 21 February 2016
133,16:48,Wydad Athletic Club,1 : 0,Olympique Club De Khouribga,Week # 17,Sunday 21 February 2016
134,19:01,Kawkab Athletic Club Marrakech,0 : 2,Raja Club Athletic,Week # 17,Sunday 21 February 2016
135,15:02,Olympique Club de Safi,2 : 1,FAR Rabat,Week # 17,Monday 22 February 2016
136,15:03,Renaissance de Berkane,1 : 0,Kenitra AC,Week # 18,Friday 26 February 2016
137,15:01,Chabab Rif Al Hoceima,2 : 1,Fath Union Sport de Rabat,Week # 18,Saturday 27 February 2016
138,14:38,Moghreb Tetouan,1 : 0,Ittihad Tanger,Week # 18,Sunday 28 February 2016
139,15:01,FAR Rabat,1 : 4,Hassania Union Sport Agadir,Week # 18,Sunday 28 February 2016
140,18:02,Raja Club Athletic,4 : 0,Mouloudia Oujda,Week # 18,Sunday 28 February 2016
141,15:03,Difaa Hassani El Jadidi,0 : 0,Wydad Athletic Club,Week # 18,Tuesday 1 March 2016
142,17:02,Kawkab Athletic Club Marrakech,2 : 0,Chabab Rif Al Hoceima,Week # 19,Friday 4 March 2016
143,19:04,Fath Union Sport de Rabat,2 : 0,Moghreb Tetouan,Week # 19,Friday 4 March 2016
144,15:04,Hassania Union Sport Agadir,2 : 0,Olympique Club De Khouribga,Week # 19,Saturday 5 March 2016
145,15:03,Kenitra AC,0 : 3,Raja Club Athletic,Week # 19,Saturday 5 March 2016
146,15:01,Mouloudia Oujda,0 : 0,Maghreb de Fes,Week # 19,Sunday 6 March 2016
147,15:02,Olympique Club de Safi,0 : 1,Difaa Hassani El Jadidi,Week # 19,Sunday 6 March 2016
148,18:02,Ittihad Tanger,1 : 0,FAR Rabat,Week # 19,Sunday 6 March 2016
149,15:36,Maghreb de Fes,1 : 1,Kawkab Athletic Club Marrakech,Week # 18,Wednesday 9 March 2016
150,17:32,Olympique Club De Khouribga,0 : 0,Olympique Club de Safi,Week # 18,Wednesday 9 March 2016
151,15:01,Chabab Rif Al Hoceima,1 : 0,Mouloudia Oujda,Week # 20,Saturday 12 March 2016
152,14:03,Difaa Hassani El Jadidi,1 : 1,Hassania Union Sport Agadir,Week # 20,Sunday 13 March 2016
153,15:03,Renaissance de Berkane,1 : 0,Olympique Club de Safi,Week # 20,Sunday 13 March 2016
154,18:01,Hassania Union Sport Agadir,0 : 0,Renaissance de Berkane,Week # 21,Friday 18 March 2016
155,14:32,Ittihad Tanger,1 : 0,Difaa Hassani El Jadidi,Week # 21,Saturday 19 March 2016
156,15:01,Mouloudia Oujda,1 : 2,Moghreb Tetouan,Week # 21,Saturday 19 March 2016
157,18:02,Raja Club Athletic,2 : 1,Chabab Rif Al Hoceima,Week # 21,Saturday 19 March 2016
158,15:31,Kenitra AC,1 : 0,Maghreb de Fes,Week # 21,Sunday 20 March 2016
159,14:03,FAR Rabat,1 : 1,Fath Union Sport de Rabat,Week # 20,Thursday 24 March 2016
160,16:02,Olympique Club De Khouribga,1 : 0,Ittihad Tanger,Week # 20,Thursday 24 March 2016
161,20:03,Wydad Athletic Club,2 : 0,Kenitra AC,Week # 20,Saturday 26 March 2016
162,15:40,Maghreb de Fes,0 : 3,Raja Club Athletic,Week # 20,Sunday 27 March 2016
163,17:49,Moghreb Tetouan,1 : 0,Kawkab Athletic Club Marrakech,Week # 20,Sunday 27 March 2016
164,16:01,Fath Union Sport de Rabat,1 : 0,Olympique Club De Khouribga,Week # 21,Tuesday 29 March 2016
165,17:03,Olympique Club de Safi,0 : 1,Wydad Athletic Club,Week # 21,Wednesday 30 March 2016
166,17:03,Kawkab Athletic Club Marrakech,3 : 0,FAR Rabat,Week # 21,Thursday 31 March 2016
167,17:03,Chabab Rif Al Hoceima,1 : 1,Maghreb de Fes,Week # 22,Friday 1 April 2016
168,16:04,Difaa Hassani El Jadidi,0 : 0,Fath Union Sport de Rabat,Week # 22,Saturday 2 April 2016
169,17:02,Renaissance de Berkane,0 : 0,Ittihad Tanger,Week # 22,Saturday 2 April 2016
170,15:30,Olympique Club de Safi,1 : 2,Kenitra AC,Week # 22,Sunday 3 April 2016
171,15:35,Moghreb Tetouan,2 : 5,Raja Club Athletic,Week # 22,Sunday 3 April 2016
172,18:00,Wydad Athletic Club,1 : 2,Hassania Union Sport Agadir,Week # 22,Sunday 3 April 2016
173,14:34,FAR Rabat,1 : 0,Mouloudia Oujda,Week # 22,Monday 4 April 2016
174,16:44,Olympique Club De Khouribga,2 : 1,Kawkab Athletic Club Marrakech,Week # 22,Monday 4 April 2016
175,16:01,Maghreb de Fes,2 : 0,Moghreb Tetouan,Week # 23,Saturday 9 April 2016
176,16:03,Kenitra AC,1 : 0,Chabab Rif Al Hoceima,Week # 23,Sunday 10 April 2016
177,17:02,Mouloudia Oujda,1 : 0,Olympique Club De Khouribga,Week # 23,Sunday 10 April 2016
178,19:31,Hassania Union Sport Agadir,0 : 0,Olympique Club de Safi,Week # 23,Sunday 10 April 2016
179,17:01,Raja Club Athletic,1 : 4,FAR Rabat,Week # 23,Monday 11 April 2016
180,16:59,Fath Union Sport de Rabat,0 : 0,Renaissance de Berkane,Week # 23,Tuesday 12 April 2016
181,17:00,Ittihad Tanger,3 : 0,Wydad Athletic Club,Week # 23,Wednesday 13 April 2016
182,18:03,Difaa Hassani El Jadidi,3 : 2,Mouloudia Oujda,Week # 24,Friday 15 April 2016
183,16:01,Renaissance de Berkane,2 : 0,Kawkab Athletic Club Marrakech,Week # 24,Saturday 16 April 2016
184,19:31,Hassania Union Sport Agadir,5 : 1,Kenitra AC,Week # 24,Saturday 16 April 2016
185,14:58,FAR Rabat,1 : 0,Maghreb de Fes,Week # 24,Sunday 17 April 2016
186,16:03,Olympique Club De Khouribga,1 : 3,Raja Club Athletic,Week # 24,Sunday 17 April 2016
187,17:15,Olympique Club de Safi,2 : 0,Ittihad Tanger,Week # 24,Sunday 17 April 2016
188,19:30,Moghreb Tetouan,1 : 2,Chabab Rif Al Hoceima,Week # 24,Sunday 17 April 2016
189,15:34,Kenitra AC,3 : 4,Moghreb Tetouan,Week # 25,Saturday 23 April 2016
190,15:59,Mouloudia Oujda,0 : 0,Renaissance de Berkane,Week # 25,Saturday 23 April 2016
191,16:01,Raja Club Athletic,0 : 1,Difaa Hassani El Jadidi,Week # 25,Sunday 24 April 2016
192,16:00,Maghreb de Fes,1 : 1,Olympique Club De Khouribga,Week # 25,Sunday 24 April 2016
193,16:03,Ittihad Tanger,3 : 1,Hassania Union Sport Agadir,Week # 25,Sunday 24 April 2016
194,18:19,Chabab Rif Al Hoceima,1 : 1,FAR Rabat,Week # 25,Sunday 24 April 2016
195,17:32,Kawkab Athletic Club Marrakech,1 : 0,Wydad Athletic Club,Week # 25,Wednesday 27 April 2016
196,17:32,Fath Union Sport de Rabat,3 : 1,Olympique Club de Safi,Week # 25,Wednesday 27 April 2016
197,17:00,FAR Rabat,5 : 2,Moghreb Tetouan,Week # 26,Friday 29 April 2016
198,16:01,Renaissance de Berkane,1 : 1,Raja Club Athletic,Week # 26,Saturday 30 April 2016
199,16:59,Olympique Club De Khouribga,1 : 0,Chabab Rif Al Hoceima,Week # 26,Saturday 30 April 2016
200,17:07,Difaa Hassani El Jadidi,2 : 1,Maghreb de Fes,Week # 26,Saturday 30 April 2016
201,19:02,Ittihad Tanger,1 : 0,Kenitra AC,Week # 26,Saturday 30 April 2016
202,17:00,Olympique Club de Safi,1 : 0,Kawkab Athletic Club Marrakech,Week # 26,Sunday 1 May 2016
203,18:59,Wydad Athletic Club,2 : 1,Mouloudia Oujda,Week # 26,Sunday 1 May 2016
204,19:01,Hassania Union Sport Agadir,1 : 1,Fath Union Sport de Rabat,Week # 26,Sunday 1 May 2016
205,17:01,Wydad Athletic Club,1 : 0,Renaissance de Berkane,Week # 19,Wednesday 4 May 2016
206,15:33,Mouloudia Oujda,1 : 1,Olympique Club de Safi,Week # 27,Saturday 7 May 2016
207,16:01,Kenitra AC,0 : 2,FAR Rabat,Week # 27,Saturday 7 May 2016
208,17:00,Maghreb de Fes,2 : 2,Renaissance de Berkane,Week # 27,Sunday 8 May 2016
209,17:02,Moghreb Tetouan,1 : 2,Olympique Club De Khouribga,Week # 27,Sunday 8 May 2016
210,18:01,Chabab Rif Al Hoceima,0 : 0,Difaa Hassani El Jadidi,Week # 27,Sunday 8 May 2016
211,20:01,Raja Club Athletic,3 : 0,Wydad Athletic Club,Week # 27,Sunday 8 May 2016
212,19:01,Kawkab Athletic Club Marrakech,1 : 3,Difaa Hassani El Jadidi,Week # 23,Friday 13 May 2016
213,16:02,Wydad Athletic Club,0 : 1,Fath Union Sport de Rabat,Week # 24,Saturday 14 May 2016
214,17:02,Wydad Athletic Club,3 : 0,Maghreb de Fes,Week # 28,Sunday 22 May 2016
215,17:03,Hassania Union Sport Agadir,1 : 0,Mouloudia Oujda,Week # 28,Sunday 22 May 2016
216,17:04,Olympique Club De Khouribga,0 : 1,FAR Rabat,Week # 28,Sunday 22 May 2016
217,17:04,Ittihad Tanger,0 : 0,Kawkab Athletic Club Marrakech,Week # 28,Sunday 22 May 2016
218,17:03,Olympique Club de Safi,1 : 0,Raja Club Athletic,Week # 28,Sunday 22 May 2016
219,17:02,Difaa Hassani El Jadidi,1 : 2,Moghreb Tetouan,Week # 28,Sunday 22 May 2016
220,17:04,Renaissance de Berkane,0 : 1,Chabab Rif Al Hoceima,Week # 28,Sunday 22 May 2016
221,17:01,Fath Union Sport de Rabat,2 : 1,Kenitra AC,Week # 28,Sunday 22 May 2016
222,15:30,Fath Union Sport de Rabat,2 : 1,Ittihad Tanger,Week # 27,Wednesday 25 May 2016
223,18:01,Kawkab Athletic Club Marrakech,3 : 2,Hassania Union Sport Agadir,Week # 27,Wednesday 25 May 2016
224,17:01,Raja Club Athletic,5 : 1,Hassania Union Sport Agadir,Week # 29,Sunday 29 May 2016
225,17:02,Maghreb de Fes,0 : 0,Olympique Club de Safi,Week # 29,Sunday 29 May 2016
226,17:00,Olympique Club De Khouribga,1 : 0,Kenitra AC,Week # 29,Sunday 29 May 2016
227,17:00,Kawkab Athletic Club Marrakech,0 : 1,Fath Union Sport de Rabat,Week # 29,Sunday 29 May 2016
228,17:01,Mouloudia Oujda,1 : 2,Ittihad Tanger,Week # 29,Sunday 29 May 2016
229,17:02,FAR Rabat,3 : 0,Difaa Hassani El Jadidi,Week # 29,Sunday 29 May 2016
230,17:03,Moghreb Tetouan,1 : 0,Renaissance de Berkane,Week # 29,Sunday 29 May 2016
231,17:00,Chabab Rif Al Hoceima,0 : 1,Wydad Athletic Club,Week # 29,Sunday 29 May 2016
232,17:01,Wydad Athletic Club,2 : 0,Moghreb Tetouan,Week # 30,Saturday 4 June 2016
233,17:01,Hassania Union Sport Agadir,2 : 5,Maghreb de Fes,Week # 30,Saturday 4 June 2016
234,17:02,Ittihad Tanger,3 : 0,Raja Club Athletic,Week # 30,Saturday 4 June 2016
235,16:59,Kenitra AC,0 : 0,Kawkab Athletic Club Marrakech,Week # 30,Saturday 4 June 2016
236,17:01,Olympique Club de Safi,1 : 0,Chabab Rif Al Hoceima,Week # 30,Saturday 4 June 2016
237,17:01,Difaa Hassani El Jadidi,1 : 3,Olympique Club De Khouribga,Week # 30,Saturday 4 June 2016
238,17:07,Renaissance de Berkane,2 : 1,FAR Rabat,Week # 30,Saturday 4 June 2016
239,17:00,Fath Union Sport de Rabat,4 : 2,Mouloudia Oujda,Week # 30,Saturday 4 June 2016
